stop_id,agency,name,lat,lon,coord_source,stop_type,interchange_group_id,route_codes,sources,scraped_at
brt-6871,brt,A.E.C Zonal Office,23.052529,72.548714,brt_api,BRT,ix-0000,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6763,brt,Aagaman Park,23.022596,72.668691,brt_api,BRT,,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-412,brt,Aarohi Club Road,23.021254,72.459859,brt_api,BRT,,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-500,brt,AB Connect,23.011338,72.66181,brt_api,BRT,ix-0001,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-641,brt,Abad Green Party plot,22.948928,72.591636,brt_api,BRT,ix-0002,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6969,brt,Abu-Koba Cross Road,23.087073,72.59148,brt_api,BRT,ix-0003,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6971,brt,Acher Depot,23.089964,72.590581,brt_api,BRT,ix-0004,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-398,brt,Adalaj Circle,23.166944,72.586919,brt_api,BRT,ix-0005,"[""4D-LA"",""4S-SA""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-400,brt,Adalaj S.T. Stand,23.175303,72.57514,brt_api,BRT,ix-0006,"[""4D-LA"",""4S-SA""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-508,brt,Adam Sahebni Dargah,23.013606,72.596183,brt_api,BRT,ix-0007,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6501,brt,Adinathnagar,23.015007,72.661818,brt_api,BRT,ix-0008,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-1001,brt,Ahmedabad Domestic Airport,23.071765,72.621076,brt_api,BRT,ix-0009,"[""15D-IA"",""15S-PA""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6841,brt,Ahmedabad Gramya Jilla Nyayalay,23.03261,72.584542,brt_api,BRT,ix-0010,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-388,brt,Airport Circle,23.08132,72.616404,brt_api,BRT,,"[""15U-AI""]","[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-591,brt,Ajanta Ellora Apartments,23.057195,72.526295,brt_api,BRT,ix-0011,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-159,brt,Ajit Mill Char Rasta,23.020036,72.633286,brt_api,BRT,ix-0012,"[""2D-OI"",""2D-SL"",""11D-OL"",""7S-OS"",""14D-OS""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-675,brt,Ajit Mills,23.020782,72.632195,brt_api,BRT,ix-0013,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-7,brt,Akhbarnagar,23.067515,72.563763,brt_api,BRT,ix-0014,"[""12U-CR"",""3U"",""3U-CM"",""3UL"",""4E-ZS"",""4U-AL"",""4U-ZL"",""8D-NB"",""12U-RL"",""12U-RP"",""15E-RS"",""15U"",""15U-AI""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6655,brt,Amar Dham (Lal Bawa Gebi Ashram),22.939472,72.665249,brt_api,BRT,ix-0015,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-665,brt,Amaraiwadi Post Office,23.005685,72.627106,brt_api,BRT,ix-0016,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-408,brt,Amba Township,23.189715,72.576306,brt_api,BRT,ix-0017,"[""4D-LA"",""4S-SA""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-382,brt,Ambar Tower,22.988919,72.512412,brt_api,BRT,ix-0018,"[""14D-OS"",""14D-SS""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-215,brt,Ambli Gam,23.026489,72.482186,brt_api,BRT,ix-0019,"[""1E-GJ"",""1E-GK"",""1U"",""17U"",""17E-BJ""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-501,brt,Amdupura,23.035001,72.605198,brt_api,BRT,ix-0020,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6865,brt,Amikunj Society,23.05225,72.555853,brt_api,BRT,ix-0021,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6929,brt,Amrakunj,23.002599,72.594047,brt_api,BRT,ix-0022,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6508,brt,MUNICIPAL_BUS Staff Quarters,23.011188,72.584753,brt_api,BRT,ix-0023,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6603,brt,Anaj Bazaar,23.005173,72.614736,brt_api,BRT,ix-0024,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-544,brt,Anandwadi,22.982425,72.60321,brt_api,BRT,ix-0025,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-23,brt,Andhjan Mandal,23.034618,72.536006,brt_api,BRT,ix-0026,"[""12U-CR"",""1S-JG"",""2S-JI"",""3U"",""3U-CM"",""3UL"",""4U-AL"",""4U-ZL"",""9U-VM"",""9S-JL"",""9S-JM"",""12U-RL"",""12U-RP"",""15S-JI"",""15U"",""15U-AI"",""16S"",""16S-JS"",""17S"",""17S-JB""]","[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-37,brt,Anjali,23.003687,72.55392,brt_api,BRT,ix-0027,"[""12U-CR"",""1U"",""5U-VN"",""3U"",""3U-CM"",""3UL"",""5E-VK"",""5E-VR"",""12U-RL"",""12U-RP"",""14U-SS""]","[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-723,brt,Ankur Society,23.058885,72.555986,brt_api,BRT,ix-0028,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-207,brt,Antariksh Colony,23.027782,72.501004,brt_api,BRT,ix-0029,"[""1E-GJ"",""1E-GK"",""1U"",""17U"",""17E-BJ""]","[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-689,brt,Anupam Colony,23.04296,72.63165,brt_api,BRT,ix-0030,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6528,brt,Anuradha Society,23.031629,72.458421,brt_api,BRT,ix-0031,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6585,brt,Apna Bazaar,23.025321,72.580705,brt_api,BRT,ix-0032,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6599,brt,Apparel Park (Ambika Mills),23.006973,72.610215,brt_api,BRT,ix-0033,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6801,brt,Arjun Complex,23.073982,72.654348,brt_api,BRT,ix-0034,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-247,brt,Arvind Mill,23.041798,72.612551,brt_api,BRT,ix-0035,"[""8D-NB""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6913,brt,Arvind Polycoat (Khatraj),23.147522,72.447285,brt_api,BRT,ix-0036,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-625,brt,Aryoday Geening (Asarwa),23.040995,72.600782,brt_api,BRT,ix-0037,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-701,brt,Ashishnagar,23.056875,72.621303,brt_api,BRT,ix-0038,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-243,brt,Ashok Mill,23.04656,72.619151,brt_api,BRT,ix-0039,"[""8D-NB""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-309,brt,Ashok Vatika,23.027965,72.495704,brt_api,BRT,ix-0040,"[""1E-GJ"",""1E-GK"",""1U"",""17U"",""17E-BJ""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-193,brt,Astodiya Chakala,23.018629,72.588618,brt_api,BRT,ix-0041,"[""2U-IO"",""2U-LS"",""9U-VM"",""9S-JM"",""11U-LO"",""11U-LS""]","[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-195,brt,Astodiya Darwaja,23.016849,72.592186,brt_api,BRT,ix-0042,"[""2U-IO"",""2U-LS"",""11U-LO"",""11U-LS""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6669,brt,Azad Apartment,23.027807,72.536953,brt_api,BRT,ix-0043,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6671,brt,Azad Society,23.026447,72.539654,brt_api,BRT,ix-0044,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-621,brt,Babupura,23.044089,72.601494,brt_api,BRT,ix-0045,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6717,brt,Baliya Limbdi,23.047177,72.601315,brt_api,BRT,ix-0046,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-520,brt,Balvatika,23.004393,72.606379,brt_api,BRT,ix-0047,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6813,brt,Bansidhar,22.968736,72.588679,brt_api,BRT,ix-0048,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-107,brt,Bapu Nagar Approach,23.032554,72.639272,brt_api,BRT,ix-0049,"[""6D"",""5D-NV"",""5E-HC"",""6E-SC"",""8E-NC""]","[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-685,brt,Bapunagar Char Rasta,23.034674,72.629617,brt_api,BRT,ix-0050,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-372,brt,Basant Bahar,23.028659,72.466916,brt_api,BRT,ix-0051,"[""17U"",""17E-BJ""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-271,brt,Bethak,23.071868,72.649228,brt_api,BRT,ix-0052,"[""5D-NV"",""5E-HC"",""5E-HW"",""8D-NB"",""8E-NC""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-331,brt,Bhadaj Circle,23.08298,72.495212,brt_api,BRT,ix-0053,"[""8D-NB"",""8S-JB""]","[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-6883,brt,Bhadaj Gam,23.086701,72.485754,brt_api,BRT,ix-0054,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-416,brt,Bhagwat Bungalows,23.017365,72.461737,brt_api,BRT,ix-0055,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-63,brt,Bhairavnath Road,22.995513,72.599093,brt_api,BRT,ix-0056,[],"[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-6601,brt,Bhalakiya Mills,23.006293,72.613153,brt_api,BRT,ix-0057,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6827,brt,Bhammariya Kuva,22.944661,72.591803,brt_api,BRT,ix-0058,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6651,brt,Bhaththa (Ramol),22.945602,72.668348,brt_api,BRT,ix-0059,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-5,brt,Bhavsar Hostel,23.067575,72.568599,brt_api,BRT,ix-0060,"[""12U-CR"",""3U"",""3U-CM"",""3UL"",""4U-AL"",""4U-ZL"",""8D-NB"",""12U-RL"",""12U-RP"",""15E-RS"",""15U"",""15U-AI""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-267,brt,Bhavya Park,23.03102,72.472489,brt_api,BRT,ix-0061,"[""1E-GJ"",""1E-GK"",""1U"",""17U"",""17E-BJ""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-715,brt,Bhimjipura,23.059739,72.567827,brt_api,BRT,ix-0062,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-414,brt,Bhimnath Mahadev,23.026779,72.458218,brt_api,BRT,,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-257,brt,Bhulabhai Park,23.006627,72.591111,brt_api,BRT,ix-0063,"[""1S-SM"",""9U-VM"",""7U-SN"",""9S-JM"",""14D-OS"",""14D-SS"",""101""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-165,brt,Bhuyangdev,23.060509,72.535569,brt_api,BRT,ix-0064,"[""9E-VJ"",""9U-VM"",""8E-BJ"",""8U-BN""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6607,brt,Bihari Mills,23.003323,72.617491,brt_api,BRT,ix-0065,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6611,brt,Bombay Housing,23.001708,72.622245,brt_api,BRT,ix-0066,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6555,brt,Bombay Housing Police Line,23.021163,72.609546,brt_api,BRT,ix-0067,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-217,brt,Bopal Approach,23.025875,72.477894,brt_api,BRT,ix-0068,"[""1E-GJ"",""1E-GK"",""1U"",""17U"",""17E-BJ""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-303,brt,Bopal Gam,23.03407,72.464154,brt_api,BRT,ix-0069,"[""1E-GJ"",""1E-GK"",""1U"",""17U"",""17E-BJ""]","[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-73,brt,BRT Workshop,22.982124,72.58572,brt_api,BRT,ix-0070,"[""12U-CR"",""1E-GK"",""5U-VN"",""3E-MK"",""5E-VK"",""5E-VR"",""7U-SN"",""9E-MK"",""12U-RL"",""12U-RP""]","[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-6805,brt,Bungalows,23.0709,72.64818,brt_api,BRT,ix-0071,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6517,brt,C.N. Vidyalaya,23.021416,72.552275,brt_api,BRT,ix-0072,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6619,brt,C.T.M,22.992043,72.6325,brt_api,BRT,ix-0073,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6509,brt,Calico Colony,23.010635,72.577815,brt_api,BRT,ix-0074,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6721,brt,Cancer Hospital,23.048947,72.606812,brt_api,BRT,ix-0075,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6825,brt,Central Ware House,22.947171,72.592131,brt_api,BRT,ix-0076,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6791,brt,Central Workshop,23.088457,72.668371,brt_api,BRT,ix-0077,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-637,brt,Chaitanyeshwar Mahadev,22.991248,72.585128,brt_api,BRT,ix-0078,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6733,brt,Chamanpura Housing Colony,23.050548,72.615563,brt_api,BRT,ix-0079,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6945,brt,Champaner Society,23.050807,72.571245,brt_api,BRT,ix-0080,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6985,brt,Chandkheda (Sarthi Bungalows),23.122911,72.581045,brt_api,BRT,ix-0081,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-901,brt,Chandkheda Depot,23.12093,72.58075,brt_api,BRT,ix-0082,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-225,brt,Chandkheda Gam,23.116479,72.582674,brt_api,BRT,ix-0083,"[""12U-CR"",""3U-CM"",""4E-ZS"",""4U-AL"",""4U-ZL"",""7U-ZS""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6973,brt,Chandkheda Gam A,23.116227,72.582561,brt_api,BRT,ix-0084,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-903,brt,Chandola Depot,22.981648,72.585476,brt_api,BRT,ix-0085,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-71,brt,Chandola Lake,22.986434,72.582622,brt_api,BRT,ix-0086,"[""12U-CR"",""1E-GK"",""5U-VN"",""3E-MK"",""5E-VK"",""5E-VR"",""7U-SN"",""9E-MK"",""12U-RL"",""12U-RP""]","[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-6949,brt,Chandrabhaga Bridge,23.058698,72.578333,brt_api,BRT,ix-0087,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-39,brt,Chandranagar,22.999757,72.558125,brt_api,BRT,ix-0088,"[""12U-CR"",""1E-GK"",""1U"",""5U-VN"",""3U"",""3U-CM"",""3UL"",""5E-VK"",""5E-VR"",""12U-RL"",""12U-RP"",""14U-SS""]","[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-6909,brt,Cheharnagar,23.1421,72.44373,brt_api,BRT,ix-0089,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-69,brt,Chhipa Society,22.991536,72.581669,brt_api,BRT,ix-0090,"[""12U-CR"",""1E-GK"",""5U-VN"",""3E-MK"",""5E-VK"",""5E-VR"",""7U-SN"",""9E-MK"",""12U-RL"",""12U-RP""]","[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-151,brt,Chhotalal ni Chali,23.023488,72.65873,brt_api,BRT,ix-0091,"[""2D-OI"",""2D-SL"",""11D-OL"",""7S-ON"",""7S-OS"",""8S-SN"",""14D-OS""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6967,brt,Chintamani Society,23.083848,72.592486,brt_api,BRT,ix-0092,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-370,brt,Chittavan,23.024208,72.470381,brt_api,BRT,ix-0093,"[""17U"",""17E-BJ""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-368,brt,Civil Hospital,23.049941,72.60118,brt_api,BRT,ix-0094,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6719,brt,Civil Hospital Ahmedabad,23.049398,72.602768,brt_api,BRT,ix-0095,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6955,brt,Collector Office,23.065579,72.582224,brt_api,BRT,ix-0096,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6681,brt,Commerce College,23.038875,72.556158,brt_api,BRT,ix-0097,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6683,brt,Commerce College Hostel,23.038137,72.55786,brt_api,BRT,ix-0098,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-263,brt,Commerce Six Road,23.038729,72.554468,brt_api,BRT,ix-0099,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-89,brt,CTM Cross Road,22.991333,72.631727,brt_api,BRT,ix-0100,"[""12U-CR"",""5U-VN"",""5E-VR"",""6E-NR"",""6U"",""7E-NO"",""12U-RL"",""12U-RP""]","[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-6675,brt,Dada Sahebna Pagala,23.038558,72.548643,brt_api,BRT,ix-0101,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-43,brt,Danilimda Char Rasta,22.996683,72.577655,brt_api,BRT,ix-0102,"[""12U-CR"",""1E-GK"",""1U"",""3U"",""3U-CM"",""3UL"",""5E-VK"",""5E-VR"",""12U-RL"",""12U-RP"",""14U-SS""]","[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-67,brt,Danilimda Road,22.99606,72.579164,brt_api,BRT,ix-0103,"[""1E-GK"",""5U-VN"",""3E-MK"",""5E-VK"",""5E-VR"",""7U-SN"",""9E-MK"",""12U-RL"",""12U-RP""]","[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-253,brt,DCIS Circle,23.129198,72.584466,brt_api,BRT,ix-0104,"[""4E-ZS"",""4U-AL"",""4U-ZL"",""7U-ZS""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6845,brt,Delhi Chakla,23.035893,72.587091,brt_api,BRT,ix-0105,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-311,brt,Delhi Darwaja,23.037656,72.589897,brt_api,BRT,ix-0106,"[""8U-BN"",""101""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6701,brt,Delhi Darwaja (Rt. 105 Stand),23.03962,72.588341,brt_api,BRT,ix-0107,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6847,brt,Delhi Darwaja (Rt. 77 Stand),23.037946,72.587694,brt_api,BRT,,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6867,brt,Devandra Society,23.052136,72.553921,brt_api,BRT,ix-0108,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-552,brt,Devbhumi Society,22.9723,72.613706,brt_api,BRT,ix-0109,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-119,brt,Dhanush Dhari Mandir,23.059741,72.642947,brt_api,BRT,ix-0110,"[""6D"",""5D-NV"",""5E-HC"",""6E-SC"",""8E-NC""]","[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-6901,brt,Dhara Estate,23.119006,72.461853,brt_api,BRT,ix-0111,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6961,brt,Dharmnagar,23.077818,72.590037,brt_api,BRT,ix-0112,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-35,brt,Dharnidhar Derasar,23.008206,72.549301,brt_api,BRT,ix-0113,"[""12U-CR"",""1E-GK"",""1U"",""3U"",""3U-CM"",""3UL"",""12U-RL"",""12U-RP""]","[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-6837,brt,Dinbai Tower,23.028206,72.581381,brt_api,BRT,ix-0114,[],"[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-6502,brt,Dipalinagar,23.017378,72.661688,brt_api,BRT,ix-0115,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6514,brt,Dr.House (Parimal Crossing),23.014763,72.558995,brt_api,BRT,ix-0116,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-581,brt,Drive In Cinema,23.046858,72.52835,brt_api,BRT,ix-0117,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6823,brt,Electric Sub Station,22.951568,72.59212,brt_api,BRT,ix-0118,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6518,brt,Exise Chowki Cn,23.022355,72.549823,brt_api,BRT,ix-0119,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-87,brt,Express Highway Junction,22.987307,72.627611,brt_api,BRT,ix-0120,"[""12U-CR"",""5U-VN"",""5E-VR"",""6E-NR"",""6U"",""7E-NO"",""12U-RL"",""12U-RP""]","[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-512,brt,Football Ground,23.007338,72.596965,brt_api,BRT,ix-0121,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-249,brt,G.C.S. Hospital,23.039243,72.609065,brt_api,BRT,ix-0122,"[""8D-NB""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-560,brt,G.D High School,23.058457,72.637176,brt_api,BRT,ix-0123,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-392,brt,G.E.B (Naroda),23.080555,72.672253,brt_api,BRT,ix-0124,"[""5D-NV"",""5E-HC"",""5E-HW""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6505,brt,G.I.D.C Tanki,23.021016,72.656645,brt_api,BRT,ix-0125,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6759,brt,Gajanand Opera,23.020947,72.665296,brt_api,BRT,ix-0126,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-327,brt,Galaxy Signature,23.076982,72.506412,brt_api,BRT,ix-0127,"[""8D-NB"",""8S-JB""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6951,brt,Gandhi Ashram,23.061189,72.580312,brt_api,BRT,ix-0128,[],"[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-6581,brt,Gandhigram Railway Station,23.024998,72.571216,brt_api,BRT,ix-0129,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6861,brt,Gautamnagar,23.052079,72.562517,brt_api,BRT,ix-0130,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-406,brt,Gayatri Mandir,23.061989,72.595317,brt_api,BRT,ix-0131,"[""15U-AI""]","[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-101,brt,Geeta Gauri Cinema,23.017353,72.638447,brt_api,BRT,ix-0132,"[""6D"",""5D-NV"",""5E-HC"",""6E-SC"",""7S-ON"",""8E-NC""]","[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-255,brt,Geeta Mandir,23.012996,72.59141,brt_api,BRT,ix-0133,"[""1S-SM"",""9U-VM"",""7U-SN"",""9S-JM"",""14D-OS"",""14D-SS"",""101""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6647,brt,Geratnagar,22.95184,72.662241,brt_api,BRT,ix-0134,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-83,brt,Ghodasar,22.978537,72.610163,brt_api,BRT,ix-0135,"[""12U-CR"",""5U-VN"",""5E-VR"",""6E-NR"",""6U"",""7E-NO"",""12U-RL"",""12U-RP""]","[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-6529,brt,Ghuma,23.03055,72.450251,brt_api,BRT,ix-0136,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-269,brt,Ghuma Gam,23.031022,72.448416,brt_api,BRT,ix-0137,"[""1E-GJ"",""1U""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6785,brt,Ghuma Talav,23.031405,72.448316,brt_api,BRT,ix-0138,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6715,brt,Giradharnagar,23.047437,72.598226,brt_api,BRT,ix-0139,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6767,brt,Godhavi Gam,23.025386,72.409591,brt_api,BRT,ix-0140,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6899,brt,Goga Maharaj nu Mandir,23.115873,72.464215,brt_api,BRT,ix-0141,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6566,brt,Gokul Nagar,23.014932,72.663663,brt_api,BRT,ix-0142,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6927,brt,Gordhanwadi,23.003147,72.596413,brt_api,BRT,ix-0143,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-338,brt,Gota Cross Road,23.098686,72.531421,brt_api,BRT,ix-0144,"[""9D-LV"",""9D-MV"",""9S-JV""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-339,brt,Gota Vasant Nagar Township,23.106456,72.524919,brt_api,BRT,ix-0145,"[""9D-LV"",""9D-MV"",""9S-JV""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6739,brt,Government Colony,23.056668,72.617501,brt_api,BRT,ix-0146,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6520,brt,Government Quarters (Nehrunagar),23.022033,72.54434,brt_api,BRT,ix-0147,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-145,brt,Grid Station,23.021278,72.64358,brt_api,BRT,ix-0148,"[""2D-OI"",""2D-SL"",""11D-OL"",""7S-ON"",""7S-OS"",""8S-SN"",""14D-OS""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-671,brt,Gujarat Botteling,23.014128,72.632675,brt_api,BRT,ix-0149,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6575,brt,Gujarat College,23.021593,72.566376,brt_api,BRT,ix-0150,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-307,brt,Gujarat High Court,23.079619,72.52641,brt_api,BRT,ix-0151,"[""9E-VJ"",""9U-VM""]","[""brt_api""]",2026-06-29T18:14:59+00:00
brt-683,brt,Gujarat Housing Board Office(Bapunagar),23.031448,72.628898,brt_api,BRT,ix-0152,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
brt-6851,brt,Gujarat Vidyapith,23.043429,72.56958,brt_api,BRT,ix-0153,[],"[""brt_api"",""osm""]",2026-06-29T18:14:59+00:00
brt-6905,brt,Gujarat Vidyut Board (Santej),23.123971,72.458018,brt_api,BRT,ix-0154,[],"[""brt_api""]",2026-06-29T18:14:59+00:00
