agency,from_stop_id,to_stop_id,median_minutes,sample_count
municipal_bus,municipal_bus-5445,municipal_bus-4626,1.5,1
municipal_bus,municipal_bus-4626,municipal_bus-3859,2.1,1
municipal_bus,municipal_bus-1972,municipal_bus-3709,1.8,1
municipal_bus,municipal_bus-3731,municipal_bus-4626,2.0,1
municipal_bus,municipal_bus-4626,municipal_bus-4627,1.8,1
municipal_bus,municipal_bus-4627,municipal_bus-4628,0.8,1
municipal_bus,municipal_bus-4628,municipal_bus-1402,1.4,1
municipal_bus,municipal_bus-2112,municipal_bus-4629,1.7,1
municipal_bus,municipal_bus-1417,municipal_bus-1418,2.9,1
municipal_bus,municipal_bus-1418,municipal_bus-1419,2.0,1
municipal_bus,municipal_bus-1422,municipal_bus-4630,2.7,2
municipal_bus,municipal_bus-4630,municipal_bus-1425,2.3,1
municipal_bus,municipal_bus-1430,municipal_bus-4631,0.9,1
municipal_bus,municipal_bus-4631,municipal_bus-4632,1.8,2
municipal_bus,municipal_bus-4632,municipal_bus-4633,2.5,1
municipal_bus,municipal_bus-4633,municipal_bus-4634,2.2,2
municipal_bus,municipal_bus-4634,municipal_bus-4635,3.6,1
municipal_bus,municipal_bus-4635,municipal_bus-4636,1.6,1
municipal_bus,municipal_bus-6056,municipal_bus-6054,1.9,1
municipal_bus,municipal_bus-6054,municipal_bus-6052,1.5,1
municipal_bus,municipal_bus-6052,municipal_bus-6050,2.1,1
municipal_bus,municipal_bus-6050,municipal_bus-6048,1.5,1
municipal_bus,municipal_bus-6048,municipal_bus-6046,2.4,1
municipal_bus,municipal_bus-6046,municipal_bus-6044,1.6,1
municipal_bus,municipal_bus-6044,municipal_bus-6042,1.5,1
municipal_bus,municipal_bus-6042,municipal_bus-6040,2.0,1
municipal_bus,municipal_bus-6040,municipal_bus-6038,2.1,1
municipal_bus,municipal_bus-6038,municipal_bus-6036,1.8,1
municipal_bus,municipal_bus-6036,municipal_bus-6035,2.7,1
municipal_bus,municipal_bus-6035,municipal_bus-6033,2.1,1
municipal_bus,municipal_bus-6033,municipal_bus-6031,1.7,1
municipal_bus,municipal_bus-6031,municipal_bus-6028,2.8,1
municipal_bus,municipal_bus-6028,municipal_bus-6026,2.4,1
municipal_bus,municipal_bus-6026,municipal_bus-6024,1.6,1
municipal_bus,municipal_bus-6024,municipal_bus-6022,2.6,1
municipal_bus,municipal_bus-6022,municipal_bus-6020,1.9,1
municipal_bus,municipal_bus-6020,municipal_bus-3736,2.4,1
municipal_bus,municipal_bus-3805,municipal_bus-3912,2.0,2
municipal_bus,municipal_bus-3912,municipal_bus-6017,1.9,1
municipal_bus,municipal_bus-6017,municipal_bus-4652,1.4,1
municipal_bus,municipal_bus-4652,municipal_bus-4965,1.5,1
municipal_bus,municipal_bus-4965,municipal_bus-4651,1.8,1
municipal_bus,municipal_bus-4651,municipal_bus-4967,1.8,2
municipal_bus,municipal_bus-4967,municipal_bus-1568,2.0,2
municipal_bus,municipal_bus-5443,municipal_bus-2665,1.9,1
municipal_bus,municipal_bus-4647,municipal_bus-5449,2.1,1
municipal_bus,municipal_bus-5449,municipal_bus-5450,1.8,1
municipal_bus,municipal_bus-5450,municipal_bus-5451,2.0,1
municipal_bus,municipal_bus-5451,municipal_bus-4643,3.0,1
municipal_bus,municipal_bus-4643,municipal_bus-5453,2.2,1
municipal_bus,municipal_bus-5453,municipal_bus-5454,1.3,1
municipal_bus,municipal_bus-5454,municipal_bus-4640,2.2,1
municipal_bus,municipal_bus-4640,municipal_bus-3521,2.1,1
municipal_bus,municipal_bus-3521,municipal_bus-3522,1.7,2
municipal_bus,municipal_bus-3522,municipal_bus-3523,1.8,2
municipal_bus,municipal_bus-3523,municipal_bus-1567,1.2,1
municipal_bus,municipal_bus-2663,municipal_bus-2664,2.1,10
municipal_bus,municipal_bus-1413,municipal_bus-4637,1.1,1
municipal_bus,municipal_bus-4637,municipal_bus-3522,1.8,2
municipal_bus,municipal_bus-3522,municipal_bus-3521,1.7,2
municipal_bus,municipal_bus-3521,municipal_bus-4640,2.1,1
municipal_bus,municipal_bus-4640,municipal_bus-4641,2.1,1
municipal_bus,municipal_bus-4641,municipal_bus-4642,1.6,1
municipal_bus,municipal_bus-4642,municipal_bus-4643,2.0,1
municipal_bus,municipal_bus-4643,municipal_bus-4644,2.7,1
municipal_bus,municipal_bus-4644,municipal_bus-4645,1.7,1
municipal_bus,municipal_bus-4645,municipal_bus-4646,2.8,1
municipal_bus,municipal_bus-4646,municipal_bus-4647,1.6,1
municipal_bus,municipal_bus-1715,municipal_bus-1716,3.9,3
municipal_bus,municipal_bus-1719,municipal_bus-1849,1.7,12
municipal_bus,municipal_bus-1068,municipal_bus-5197,0.9,6
municipal_bus,municipal_bus-5197,municipal_bus-8097,3.1,3
municipal_bus,municipal_bus-8097,municipal_bus-1971,2.0,7
municipal_bus,municipal_bus-1977,municipal_bus-8906,1.6,1
municipal_bus,municipal_bus-1151,municipal_bus-4182,2.7,1
municipal_bus,municipal_bus-4182,municipal_bus-1153,3.3,3
municipal_bus,municipal_bus-1159,municipal_bus-1734,3.2,5
municipal_bus,municipal_bus-1715,municipal_bus-1205,3.2,3
municipal_bus,municipal_bus-1212,municipal_bus-1213,2.5,3
municipal_bus,municipal_bus-1213,municipal_bus-1214,2.5,8
municipal_bus,municipal_bus-1217,municipal_bus-1219,2.6,2
municipal_bus,municipal_bus-1219,municipal_bus-5463,1.2,2
municipal_bus,municipal_bus-5463,municipal_bus-1221,1.8,3
municipal_bus,municipal_bus-1402,municipal_bus-8907,1.6,8
municipal_bus,municipal_bus-8907,municipal_bus-3192,1.6,1
municipal_bus,municipal_bus-2670,municipal_bus-8044,1.8,1
municipal_bus,municipal_bus-8044,municipal_bus-5197,3.1,1
municipal_bus,municipal_bus-5197,municipal_bus-1068,0.9,9
municipal_bus,municipal_bus-1298,municipal_bus-1731,2.5,4
municipal_bus,municipal_bus-1473,municipal_bus-3201,1.5,3
municipal_bus,municipal_bus-3201,municipal_bus-3202,1.5,3
municipal_bus,municipal_bus-3202,municipal_bus-3203,1.8,3
municipal_bus,municipal_bus-3203,municipal_bus-8798,1.8,3
municipal_bus,municipal_bus-8798,municipal_bus-3204,1.4,5
municipal_bus,municipal_bus-3204,municipal_bus-3205,1.7,4
municipal_bus,municipal_bus-3205,municipal_bus-8875,1.4,2
municipal_bus,municipal_bus-8875,municipal_bus-8878,1.8,2
municipal_bus,municipal_bus-8878,municipal_bus-8879,1.7,2
municipal_bus,municipal_bus-8879,municipal_bus-6135,1.8,2
municipal_bus,municipal_bus-2671,municipal_bus-5197,3.0,2
municipal_bus,municipal_bus-3204,municipal_bus-3206,1.6,1
municipal_bus,municipal_bus-3206,municipal_bus-8875,1.4,1
municipal_bus,municipal_bus-8875,municipal_bus-8877,1.8,1
municipal_bus,municipal_bus-8877,municipal_bus-8880,1.7,1
municipal_bus,municipal_bus-8880,municipal_bus-6135,1.9,1
municipal_bus,municipal_bus-3694,municipal_bus-2682,2.2,2
municipal_bus,municipal_bus-2682,municipal_bus-4194,2.0,3
municipal_bus,municipal_bus-4194,municipal_bus-4195,2.0,9
municipal_bus,municipal_bus-4195,municipal_bus-4232,2.1,5
municipal_bus,municipal_bus-4232,municipal_bus-3970,2.2,5
municipal_bus,municipal_bus-3534,municipal_bus-9227,1.8,3
municipal_bus,municipal_bus-9227,municipal_bus-9229,1.6,3
municipal_bus,municipal_bus-9229,municipal_bus-9231,1.4,4
municipal_bus,municipal_bus-9231,municipal_bus-9233,1.4,4
municipal_bus,municipal_bus-9233,municipal_bus-2600,1.8,2
municipal_bus,municipal_bus-2600,municipal_bus-2601,2.6,8
municipal_bus,municipal_bus-2601,municipal_bus-1627,3.9,2
municipal_bus,municipal_bus-1627,municipal_bus-1628,3.2,5
municipal_bus,municipal_bus-1628,municipal_bus-1629,2.0,4
municipal_bus,municipal_bus-1629,municipal_bus-1630,3.2,4
municipal_bus,municipal_bus-1630,municipal_bus-4670,2.4,2
municipal_bus,municipal_bus-4670,municipal_bus-3571,2.0,2
municipal_bus,municipal_bus-3571,municipal_bus-1633,4.0,2
municipal_bus,municipal_bus-1633,municipal_bus-4671,1.8,2
municipal_bus,municipal_bus-4671,municipal_bus-4677,2.7,2
municipal_bus,municipal_bus-4677,municipal_bus-4678,1.5,3
municipal_bus,municipal_bus-4678,municipal_bus-4679,2.0,3
municipal_bus,municipal_bus-4679,municipal_bus-4680,2.5,3
municipal_bus,municipal_bus-4680,municipal_bus-8987,2.3,3
municipal_bus,municipal_bus-8987,municipal_bus-4681,1.6,3
municipal_bus,municipal_bus-4681,municipal_bus-4682,2.5,3
municipal_bus,municipal_bus-4682,municipal_bus-4683,4.1,3
municipal_bus,municipal_bus-4683,municipal_bus-4684,2.5,3
municipal_bus,municipal_bus-4684,municipal_bus-8989,1.4,2
municipal_bus,municipal_bus-8989,municipal_bus-8997,1.8,2
municipal_bus,municipal_bus-8997,municipal_bus-8995,2.0,2
municipal_bus,municipal_bus-8995,municipal_bus-8993,2.7,2
municipal_bus,municipal_bus-8993,municipal_bus-8991,2.5,2
municipal_bus,municipal_bus-8991,municipal_bus-4673,3.1,2
municipal_bus,municipal_bus-4673,municipal_bus-4674,2.4,2
municipal_bus,municipal_bus-4674,municipal_bus-4675,3.7,2
municipal_bus,municipal_bus-1489,municipal_bus-1490,3.1,5
municipal_bus,municipal_bus-6135,municipal_bus-8880,1.9,3
municipal_bus,municipal_bus-8880,municipal_bus-8877,1.7,3
municipal_bus,municipal_bus-8877,municipal_bus-8875,1.8,3
municipal_bus,municipal_bus-8875,municipal_bus-3206,1.4,3
municipal_bus,municipal_bus-3206,municipal_bus-3204,1.6,5
municipal_bus,municipal_bus-3204,municipal_bus-8797,1.7,5
municipal_bus,municipal_bus-8797,municipal_bus-3203,1.5,3
municipal_bus,municipal_bus-3203,municipal_bus-3202,1.8,3
municipal_bus,municipal_bus-3202,municipal_bus-3201,1.5,3
municipal_bus,municipal_bus-3201,municipal_bus-1473,1.5,3
municipal_bus,municipal_bus-1473,municipal_bus-1474,2.1,15
municipal_bus,municipal_bus-1474,municipal_bus-1475,1.8,15
municipal_bus,municipal_bus-1475,municipal_bus-1476,2.2,16
municipal_bus,municipal_bus-1476,municipal_bus-1793,1.9,16
municipal_bus,municipal_bus-1793,municipal_bus-1478,2.5,17
municipal_bus,municipal_bus-1478,municipal_bus-1479,2.0,20
municipal_bus,municipal_bus-1479,municipal_bus-1480,1.8,20
municipal_bus,municipal_bus-1480,municipal_bus-8958,3.0,18
municipal_bus,municipal_bus-8958,municipal_bus-1482,1.3,10
municipal_bus,municipal_bus-1482,municipal_bus-1483,1.5,12
municipal_bus,municipal_bus-1483,municipal_bus-1484,1.6,8
municipal_bus,municipal_bus-1484,municipal_bus-1485,2.1,8
municipal_bus,municipal_bus-2615,municipal_bus-2617,3.4,4
municipal_bus,municipal_bus-1424,municipal_bus-9386,1.4,7
municipal_bus,municipal_bus-9386,municipal_bus-4120,1.6,6
municipal_bus,municipal_bus-4120,municipal_bus-1242,2.3,6
municipal_bus,municipal_bus-1242,municipal_bus-4458,2.0,6
municipal_bus,municipal_bus-4458,municipal_bus-1429,2.2,6
municipal_bus,municipal_bus-1429,municipal_bus-1366,1.2,6
municipal_bus,municipal_bus-1366,municipal_bus-3592,2.4,6
municipal_bus,municipal_bus-3592,municipal_bus-1432,1.2,6
municipal_bus,municipal_bus-8958,municipal_bus-9196,1.6,11
municipal_bus,municipal_bus-9196,municipal_bus-9194,1.7,11
municipal_bus,municipal_bus-9194,municipal_bus-8465,2.4,11
municipal_bus,municipal_bus-8465,municipal_bus-8497,1.8,20
municipal_bus,municipal_bus-8497,municipal_bus-8343,1.3,13
municipal_bus,municipal_bus-8343,municipal_bus-8495,1.5,13
municipal_bus,municipal_bus-8495,municipal_bus-2262,1.6,15
municipal_bus,municipal_bus-1334,municipal_bus-8339,1.2,15
municipal_bus,municipal_bus-8339,municipal_bus-8341,2.0,15
municipal_bus,municipal_bus-8341,municipal_bus-1947,2.4,15
municipal_bus,municipal_bus-3211,municipal_bus-1968,2.2,5
municipal_bus,municipal_bus-1968,municipal_bus-8097,3.5,4
municipal_bus,municipal_bus-4652,municipal_bus-4651,2.5,1
municipal_bus,municipal_bus-4651,municipal_bus-4652,2.5,1
municipal_bus,municipal_bus-8907,municipal_bus-1403,1.8,2
municipal_bus,municipal_bus-2112,municipal_bus-5210,1.1,4
municipal_bus,municipal_bus-5210,municipal_bus-2665,1.2,4
municipal_bus,municipal_bus-1470,municipal_bus-1469,2.2,1
municipal_bus,municipal_bus-1469,municipal_bus-9356,1.4,4
municipal_bus,municipal_bus-9356,municipal_bus-9354,1.5,4
municipal_bus,municipal_bus-9354,municipal_bus-9358,1.1,3
municipal_bus,municipal_bus-9358,municipal_bus-9352,1.4,3
municipal_bus,municipal_bus-9352,municipal_bus-9350,1.5,3
municipal_bus,municipal_bus-9350,municipal_bus-8798,1.4,1
municipal_bus,municipal_bus-3205,municipal_bus-8796,1.7,3
municipal_bus,municipal_bus-8796,municipal_bus-8793,1.6,3
municipal_bus,municipal_bus-8793,municipal_bus-1834,1.8,3
municipal_bus,municipal_bus-1834,municipal_bus-1835,1.3,3
municipal_bus,municipal_bus-1835,municipal_bus-1836,1.7,4
municipal_bus,municipal_bus-1836,municipal_bus-1837,1.4,4
municipal_bus,municipal_bus-1837,municipal_bus-1838,1.7,3
municipal_bus,municipal_bus-1573,municipal_bus-1574,1.6,5
municipal_bus,municipal_bus-1574,municipal_bus-1404,1.3,5
municipal_bus,municipal_bus-1404,municipal_bus-1575,1.6,9
municipal_bus,municipal_bus-1838,municipal_bus-1957,1.8,4
municipal_bus,municipal_bus-1957,municipal_bus-1958,1.4,5
municipal_bus,municipal_bus-1958,municipal_bus-1835,1.5,5
municipal_bus,municipal_bus-1835,municipal_bus-8881,1.5,2
municipal_bus,municipal_bus-8881,municipal_bus-8793,1.6,2
municipal_bus,municipal_bus-8793,municipal_bus-8795,1.7,3
municipal_bus,municipal_bus-8795,municipal_bus-3206,1.7,3
municipal_bus,municipal_bus-8797,municipal_bus-9350,1.1,1
municipal_bus,municipal_bus-9350,municipal_bus-9352,1.5,3
municipal_bus,municipal_bus-9352,municipal_bus-9358,1.4,3
municipal_bus,municipal_bus-9358,municipal_bus-9354,1.1,3
municipal_bus,municipal_bus-9354,municipal_bus-9356,1.5,4
municipal_bus,municipal_bus-9356,municipal_bus-1508,1.5,4
municipal_bus,municipal_bus-1508,municipal_bus-1470,2.3,1
municipal_bus,municipal_bus-1470,municipal_bus-1471,2.3,10
municipal_bus,municipal_bus-1471,municipal_bus-1472,2.1,13
municipal_bus,municipal_bus-1472,municipal_bus-1473,1.5,13
municipal_bus,municipal_bus-2614,municipal_bus-4417,1.4,3
municipal_bus,municipal_bus-4417,municipal_bus-2028,1.3,3
municipal_bus,municipal_bus-4653,municipal_bus-4654,2.3,1
municipal_bus,municipal_bus-4654,municipal_bus-4655,2.4,1
municipal_bus,municipal_bus-3738,municipal_bus-3798,1.4,14
municipal_bus,municipal_bus-3798,municipal_bus-8851,1.4,6
municipal_bus,municipal_bus-8851,municipal_bus-4735,3.9,3
municipal_bus,municipal_bus-4735,municipal_bus-4298,1.4,3
municipal_bus,municipal_bus-4298,municipal_bus-4850,1.7,5
municipal_bus,municipal_bus-1103,municipal_bus-1252,1.2,5
municipal_bus,municipal_bus-1252,municipal_bus-1392,1.3,6
municipal_bus,municipal_bus-1392,municipal_bus-1105,1.7,6
municipal_bus,municipal_bus-1404,municipal_bus-1405,1.1,5
municipal_bus,municipal_bus-1405,municipal_bus-1406,2.0,5
municipal_bus,municipal_bus-1409,municipal_bus-1410,1.2,3
municipal_bus,municipal_bus-1410,municipal_bus-1411,2.2,3
municipal_bus,municipal_bus-8907,municipal_bus-7094,1.3,5
municipal_bus,municipal_bus-7094,municipal_bus-1404,1.6,4
municipal_bus,municipal_bus-1407,municipal_bus-1571,1.2,2
municipal_bus,municipal_bus-1571,municipal_bus-3190,2.2,2
municipal_bus,municipal_bus-3190,municipal_bus-2617,1.3,2
municipal_bus,municipal_bus-7094,municipal_bus-1403,1.2,1
municipal_bus,municipal_bus-1586,municipal_bus-1587,1.7,7
municipal_bus,municipal_bus-1587,municipal_bus-4657,1.5,5
municipal_bus,municipal_bus-4657,municipal_bus-7299,1.2,5
municipal_bus,municipal_bus-1100,municipal_bus-1245,1.7,6
municipal_bus,municipal_bus-3595,municipal_bus-4298,1.7,5
municipal_bus,municipal_bus-4298,municipal_bus-4735,1.4,3
municipal_bus,municipal_bus-4735,municipal_bus-8851,3.9,3
municipal_bus,municipal_bus-8851,municipal_bus-3798,1.4,6
municipal_bus,municipal_bus-2232,municipal_bus-3245,0.8,1
municipal_bus,municipal_bus-3245,municipal_bus-2413,4.4,1
municipal_bus,municipal_bus-2413,municipal_bus-2422,1.6,1
municipal_bus,municipal_bus-2422,municipal_bus-2477,2.0,1
municipal_bus,municipal_bus-2477,municipal_bus-2687,1.7,1
municipal_bus,municipal_bus-2687,municipal_bus-3246,2.3,1
municipal_bus,municipal_bus-3244,municipal_bus-9267,2.2,2
municipal_bus,municipal_bus-9267,municipal_bus-9269,2.9,2
municipal_bus,municipal_bus-9269,municipal_bus-9271,2.6,2
municipal_bus,municipal_bus-9271,municipal_bus-9273,2.1,2
municipal_bus,municipal_bus-9273,municipal_bus-9275,2.4,2
municipal_bus,municipal_bus-8908,municipal_bus-2972,2.2,1
municipal_bus,municipal_bus-2972,municipal_bus-1620,1.2,2
municipal_bus,municipal_bus-1620,municipal_bus-1621,2.7,12
municipal_bus,municipal_bus-1621,municipal_bus-1622,2.1,13
municipal_bus,municipal_bus-1622,municipal_bus-1623,2.0,7
municipal_bus,municipal_bus-1623,municipal_bus-3534,2.3,3
municipal_bus,municipal_bus-3534,municipal_bus-3535,1.9,9
municipal_bus,municipal_bus-3535,municipal_bus-3536,1.2,9
municipal_bus,municipal_bus-3536,municipal_bus-3537,1.9,9
municipal_bus,municipal_bus-3537,municipal_bus-3393,1.2,9
municipal_bus,municipal_bus-3393,municipal_bus-3241,1.1,6
municipal_bus,municipal_bus-3241,municipal_bus-2247,3.6,12
municipal_bus,municipal_bus-2247,municipal_bus-2248,1.4,3
municipal_bus,municipal_bus-2248,municipal_bus-2249,2.4,5
municipal_bus,municipal_bus-2249,municipal_bus-2250,1.8,5
municipal_bus,municipal_bus-2250,municipal_bus-2251,1.4,5
municipal_bus,municipal_bus-2251,municipal_bus-2252,1.8,5
municipal_bus,municipal_bus-2252,municipal_bus-1986,1.6,1
municipal_bus,municipal_bus-1989,municipal_bus-1990,1.5,5
municipal_bus,municipal_bus-1990,municipal_bus-1991,1.4,5
municipal_bus,municipal_bus-1991,municipal_bus-1992,1.3,5
municipal_bus,municipal_bus-1992,municipal_bus-1993,1.4,5
municipal_bus,municipal_bus-1993,municipal_bus-5729,1.3,4
municipal_bus,municipal_bus-5729,municipal_bus-4509,1.9,1
municipal_bus,municipal_bus-4509,municipal_bus-4510,0.8,2
municipal_bus,municipal_bus-4510,municipal_bus-4511,1.6,2
municipal_bus,municipal_bus-4511,municipal_bus-4512,1.8,2
municipal_bus,municipal_bus-4512,municipal_bus-4513,1.5,2
municipal_bus,municipal_bus-4513,municipal_bus-8282,1.4,1
municipal_bus,municipal_bus-8282,municipal_bus-8284,1.7,1
municipal_bus,municipal_bus-8284,municipal_bus-4751,1.6,1
municipal_bus,municipal_bus-4751,municipal_bus-5873,2.0,7
municipal_bus,municipal_bus-3812,municipal_bus-1719,2.1,3
municipal_bus,municipal_bus-1577,municipal_bus-3839,2.4,5
municipal_bus,municipal_bus-2991,municipal_bus-2139,1.3,1
municipal_bus,municipal_bus-2140,municipal_bus-2141,1.6,2
municipal_bus,municipal_bus-2141,municipal_bus-2142,2.1,2
municipal_bus,municipal_bus-2142,municipal_bus-2143,1.8,2
municipal_bus,municipal_bus-2143,municipal_bus-4666,1.6,6
municipal_bus,municipal_bus-4666,municipal_bus-2240,1.8,8
municipal_bus,municipal_bus-2240,municipal_bus-2241,1.8,9
municipal_bus,municipal_bus-2241,municipal_bus-4007,1.5,6
municipal_bus,municipal_bus-5932,municipal_bus-5930,2.2,3
municipal_bus,municipal_bus-5930,municipal_bus-3566,1.9,3
municipal_bus,municipal_bus-3566,municipal_bus-8615,1.9,3
municipal_bus,municipal_bus-8615,municipal_bus-5928,1.8,3
municipal_bus,municipal_bus-5928,municipal_bus-8613,1.5,3
municipal_bus,municipal_bus-8613,municipal_bus-5926,1.3,3
municipal_bus,municipal_bus-5926,municipal_bus-5924,1.4,3
municipal_bus,municipal_bus-5924,municipal_bus-5922,2.3,3
municipal_bus,municipal_bus-5922,municipal_bus-5921,1.6,3
municipal_bus,municipal_bus-5921,municipal_bus-5918,1.4,3
municipal_bus,municipal_bus-5918,municipal_bus-5949,1.3,3
municipal_bus,municipal_bus-5949,municipal_bus-5916,2.1,3
municipal_bus,municipal_bus-5916,municipal_bus-6499,2.2,1
municipal_bus,municipal_bus-6499,municipal_bus-8531,1.6,1
municipal_bus,municipal_bus-8531,municipal_bus-8099,1.4,1
municipal_bus,municipal_bus-8099,municipal_bus-6497,1.7,1
municipal_bus,municipal_bus-6497,municipal_bus-5912,2.0,1
municipal_bus,municipal_bus-5912,municipal_bus-5910,1.6,3
municipal_bus,municipal_bus-5910,municipal_bus-5908,1.7,3
municipal_bus,municipal_bus-5908,municipal_bus-5947,1.2,3
municipal_bus,municipal_bus-5947,municipal_bus-2599,1.4,3
municipal_bus,municipal_bus-1988,municipal_bus-1986,3.2,5
municipal_bus,municipal_bus-1152,municipal_bus-2163,2.1,5
municipal_bus,municipal_bus-1986,municipal_bus-1988,3.2,5
municipal_bus,municipal_bus-1989,municipal_bus-2597,2.0,5
municipal_bus,municipal_bus-2598,municipal_bus-2599,3.5,13
municipal_bus,municipal_bus-2599,municipal_bus-5947,1.4,3
municipal_bus,municipal_bus-5947,municipal_bus-5908,1.2,3
municipal_bus,municipal_bus-5908,municipal_bus-5910,1.7,3
municipal_bus,municipal_bus-5910,municipal_bus-5912,1.6,3
municipal_bus,municipal_bus-5912,municipal_bus-6497,2.0,1
municipal_bus,municipal_bus-6497,municipal_bus-8099,1.7,1
municipal_bus,municipal_bus-8099,municipal_bus-8531,1.4,1
municipal_bus,municipal_bus-8531,municipal_bus-6499,1.6,1
municipal_bus,municipal_bus-6499,municipal_bus-5916,2.2,1
municipal_bus,municipal_bus-5916,municipal_bus-5949,2.1,3
municipal_bus,municipal_bus-5949,municipal_bus-5918,1.3,3
municipal_bus,municipal_bus-5918,municipal_bus-5920,1.3,3
municipal_bus,municipal_bus-5920,municipal_bus-5922,1.8,3
municipal_bus,municipal_bus-5922,municipal_bus-5924,2.3,3
municipal_bus,municipal_bus-5924,municipal_bus-5926,1.4,3
municipal_bus,municipal_bus-5926,municipal_bus-8613,1.3,3
municipal_bus,municipal_bus-8613,municipal_bus-5928,1.5,3
municipal_bus,municipal_bus-5928,municipal_bus-8615,1.8,3
municipal_bus,municipal_bus-8615,municipal_bus-3566,1.9,3
municipal_bus,municipal_bus-3566,municipal_bus-5930,1.9,3
municipal_bus,municipal_bus-5930,municipal_bus-5932,2.2,3
municipal_bus,municipal_bus-2855,municipal_bus-6382,1.8,1
municipal_bus,municipal_bus-6382,municipal_bus-6384,1.3,2
municipal_bus,municipal_bus-6384,municipal_bus-6386,1.6,2
municipal_bus,municipal_bus-6386,municipal_bus-4210,3.5,2
municipal_bus,municipal_bus-8923,municipal_bus-1695,1.2,5
municipal_bus,municipal_bus-1695,municipal_bus-1696,2.0,8
municipal_bus,municipal_bus-1696,municipal_bus-1697,1.8,8
municipal_bus,municipal_bus-1697,municipal_bus-4183,1.4,1
municipal_bus,municipal_bus-4183,municipal_bus-1699,1.6,1
municipal_bus,municipal_bus-1699,municipal_bus-1700,1.5,5
municipal_bus,municipal_bus-1700,municipal_bus-1701,1.5,6
municipal_bus,municipal_bus-1701,municipal_bus-1702,1.9,6
municipal_bus,municipal_bus-1702,municipal_bus-3664,1.9,1
municipal_bus,municipal_bus-3664,municipal_bus-3827,2.1,4
municipal_bus,municipal_bus-3827,municipal_bus-3665,1.8,8
municipal_bus,municipal_bus-3665,municipal_bus-3453,4.1,1
municipal_bus,municipal_bus-3453,municipal_bus-2488,2.3,4
municipal_bus,municipal_bus-2488,municipal_bus-2692,2.0,8
municipal_bus,municipal_bus-2692,municipal_bus-2812,1.9,10
municipal_bus,municipal_bus-2608,municipal_bus-2818,1.7,3
municipal_bus,municipal_bus-2818,municipal_bus-2819,1.9,3
municipal_bus,municipal_bus-2819,municipal_bus-2820,2.1,3
municipal_bus,municipal_bus-2820,municipal_bus-2821,1.5,3
municipal_bus,municipal_bus-2821,municipal_bus-2822,1.7,3
municipal_bus,municipal_bus-7094,municipal_bus-1979,2.2,1
municipal_bus,municipal_bus-2130,municipal_bus-3999,1.9,1
municipal_bus,municipal_bus-3999,municipal_bus-3984,1.4,3
municipal_bus,municipal_bus-3984,municipal_bus-4186,1.3,1
municipal_bus,municipal_bus-4186,municipal_bus-2190,1.7,1
municipal_bus,municipal_bus-2190,municipal_bus-4187,1.6,1
municipal_bus,municipal_bus-4187,municipal_bus-2134,1.6,1
municipal_bus,municipal_bus-2135,municipal_bus-4188,1.7,1
municipal_bus,municipal_bus-4188,municipal_bus-4189,1.2,1
municipal_bus,municipal_bus-4189,municipal_bus-4190,1.8,1
municipal_bus,municipal_bus-4190,municipal_bus-4191,1.4,1
municipal_bus,municipal_bus-4191,municipal_bus-4192,1.9,1
municipal_bus,municipal_bus-4192,municipal_bus-3213,1.6,1
municipal_bus,municipal_bus-2504,municipal_bus-2817,2.3,2
municipal_bus,municipal_bus-2837,municipal_bus-2838,2.7,3
municipal_bus,municipal_bus-2838,municipal_bus-2811,1.9,1
municipal_bus,municipal_bus-2811,municipal_bus-2840,2.3,1
municipal_bus,municipal_bus-2840,municipal_bus-2810,1.6,2
municipal_bus,municipal_bus-2810,municipal_bus-2809,1.3,2
municipal_bus,municipal_bus-2809,municipal_bus-2808,1.7,2
municipal_bus,municipal_bus-2808,municipal_bus-2807,1.5,2
municipal_bus,municipal_bus-2807,municipal_bus-2805,2.6,2
municipal_bus,municipal_bus-2805,municipal_bus-2804,2.0,3
municipal_bus,municipal_bus-2804,municipal_bus-1698,1.8,3
municipal_bus,municipal_bus-1695,municipal_bus-2847,1.5,3
municipal_bus,municipal_bus-2847,municipal_bus-2848,1.6,2
municipal_bus,municipal_bus-2848,municipal_bus-2800,2.4,2
municipal_bus,municipal_bus-2800,municipal_bus-2851,1.5,2
municipal_bus,municipal_bus-2851,municipal_bus-2798,2.0,2
municipal_bus,municipal_bus-2798,municipal_bus-7327,2.3,2
municipal_bus,municipal_bus-7327,municipal_bus-7328,1.7,3
municipal_bus,municipal_bus-7328,municipal_bus-3362,1.6,2
municipal_bus,municipal_bus-3360,municipal_bus-1444,2.0,3
municipal_bus,municipal_bus-1444,municipal_bus-1445,1.6,4
municipal_bus,municipal_bus-1445,municipal_bus-1446,2.0,4
municipal_bus,municipal_bus-1446,municipal_bus-9103,1.2,2
municipal_bus,municipal_bus-9103,municipal_bus-9101,1.6,2
municipal_bus,municipal_bus-9101,municipal_bus-9100,1.5,2
municipal_bus,municipal_bus-5809,municipal_bus-9101,1.4,4
municipal_bus,municipal_bus-9101,municipal_bus-9103,1.6,4
municipal_bus,municipal_bus-9103,municipal_bus-1531,1.4,4
municipal_bus,municipal_bus-1531,municipal_bus-1445,1.9,4
municipal_bus,municipal_bus-1445,municipal_bus-1444,1.6,4
municipal_bus,municipal_bus-1444,municipal_bus-3360,2.0,3
municipal_bus,municipal_bus-3360,municipal_bus-3361,1.9,6
