agency,from_stop_id,to_stop_id,median_minutes,sample_count
municipal_bus,municipal_bus-1076,municipal_bus-5978,1.4,9
municipal_bus,municipal_bus-3020,municipal_bus-2139,1.7,2
municipal_bus,municipal_bus-2139,municipal_bus-2140,1.7,5
municipal_bus,municipal_bus-2140,municipal_bus-3850,1.2,2
municipal_bus,municipal_bus-3850,municipal_bus-3851,1.3,3
municipal_bus,municipal_bus-3851,municipal_bus-3844,1.9,3
municipal_bus,municipal_bus-3844,municipal_bus-3843,1.5,3
municipal_bus,municipal_bus-3843,municipal_bus-2984,2.2,2
municipal_bus,municipal_bus-2984,municipal_bus-2983,1.7,4
municipal_bus,municipal_bus-2983,municipal_bus-2982,1.8,4
municipal_bus,municipal_bus-2982,municipal_bus-3031,1.9,4
municipal_bus,municipal_bus-3032,municipal_bus-3855,1.6,9
municipal_bus,municipal_bus-3855,municipal_bus-1221,2.3,7
municipal_bus,municipal_bus-1222,municipal_bus-3397,1.5,13
municipal_bus,municipal_bus-3397,municipal_bus-3856,1.2,13
municipal_bus,municipal_bus-3856,municipal_bus-3836,1.9,13
municipal_bus,municipal_bus-3836,municipal_bus-3858,1.4,7
municipal_bus,municipal_bus-3858,municipal_bus-3859,1.6,7
municipal_bus,municipal_bus-3859,municipal_bus-3708,1.6,8
municipal_bus,municipal_bus-3708,municipal_bus-3709,1.8,16
municipal_bus,municipal_bus-3709,municipal_bus-3710,1.6,16
municipal_bus,municipal_bus-3710,municipal_bus-2670,2.0,8
municipal_bus,municipal_bus-2670,municipal_bus-2671,1.8,28
municipal_bus,municipal_bus-2671,municipal_bus-1968,3.3,6
municipal_bus,municipal_bus-1968,municipal_bus-1294,2.6,6
municipal_bus,municipal_bus-1294,municipal_bus-1295,3.7,29
municipal_bus,municipal_bus-1297,municipal_bus-1298,2.0,31
municipal_bus,municipal_bus-1298,municipal_bus-1719,1.7,8
municipal_bus,municipal_bus-1719,municipal_bus-1731,1.9,11
municipal_bus,municipal_bus-1731,municipal_bus-1732,2.1,21
municipal_bus,municipal_bus-1732,municipal_bus-1716,1.7,20
municipal_bus,municipal_bus-1716,municipal_bus-4091,2.2,3
municipal_bus,municipal_bus-4092,municipal_bus-1734,2.1,29
municipal_bus,municipal_bus-1734,municipal_bus-2500,2.5,15
municipal_bus,municipal_bus-2500,municipal_bus-2502,1.7,32
municipal_bus,municipal_bus-2502,municipal_bus-2503,1.8,32
municipal_bus,municipal_bus-2503,municipal_bus-2497,1.3,27
municipal_bus,municipal_bus-2497,municipal_bus-2817,2.1,25
municipal_bus,municipal_bus-2817,municipal_bus-2832,1.8,27
municipal_bus,municipal_bus-2832,municipal_bus-2833,1.3,20
municipal_bus,municipal_bus-2833,municipal_bus-2834,1.8,20
municipal_bus,municipal_bus-2834,municipal_bus-2835,2.1,25
municipal_bus,municipal_bus-2835,municipal_bus-2812,1.9,24
municipal_bus,municipal_bus-2812,municipal_bus-2837,1.9,8
municipal_bus,municipal_bus-2837,municipal_bus-2514,2.0,7
municipal_bus,municipal_bus-2514,municipal_bus-2487,1.3,6
municipal_bus,municipal_bus-2487,municipal_bus-3440,2.0,1
municipal_bus,municipal_bus-3440,municipal_bus-3861,1.2,1
municipal_bus,municipal_bus-3861,municipal_bus-3624,3.6,1
municipal_bus,municipal_bus-3624,municipal_bus-3625,1.8,7
municipal_bus,municipal_bus-3625,municipal_bus-3626,1.5,3
municipal_bus,municipal_bus-3626,municipal_bus-3627,1.5,3
municipal_bus,municipal_bus-3627,municipal_bus-3628,1.5,7
municipal_bus,municipal_bus-3628,municipal_bus-1703,1.3,6
municipal_bus,municipal_bus-1703,municipal_bus-3801,2.1,3
municipal_bus,municipal_bus-3634,municipal_bus-3863,1.9,2
municipal_bus,municipal_bus-3863,municipal_bus-3864,1.7,2
municipal_bus,municipal_bus-3864,municipal_bus-3359,2.2,1
municipal_bus,municipal_bus-3359,municipal_bus-1434,1.4,9
municipal_bus,municipal_bus-1435,municipal_bus-1436,1.8,7
municipal_bus,municipal_bus-1436,municipal_bus-1437,1.4,7
municipal_bus,municipal_bus-1437,municipal_bus-1438,1.7,5
municipal_bus,municipal_bus-1438,municipal_bus-1439,1.6,5
municipal_bus,municipal_bus-1439,municipal_bus-1440,1.5,5
municipal_bus,municipal_bus-1440,municipal_bus-1441,1.3,5
municipal_bus,municipal_bus-1441,municipal_bus-1442,1.5,5
municipal_bus,municipal_bus-1442,municipal_bus-1443,1.5,4
municipal_bus,municipal_bus-1443,municipal_bus-3820,1.6,3
municipal_bus,municipal_bus-3820,municipal_bus-3866,1.8,4
municipal_bus,municipal_bus-3866,municipal_bus-3867,1.4,4
municipal_bus,municipal_bus-3867,municipal_bus-3817,1.5,4
municipal_bus,municipal_bus-1800,municipal_bus-9404,1.1,2
municipal_bus,municipal_bus-9404,municipal_bus-9402,1.4,2
municipal_bus,municipal_bus-9402,municipal_bus-9400,1.4,2
municipal_bus,municipal_bus-9400,municipal_bus-9399,1.5,2
municipal_bus,municipal_bus-9399,municipal_bus-9396,1.6,2
municipal_bus,municipal_bus-9396,municipal_bus-9394,1.5,2
municipal_bus,municipal_bus-9394,municipal_bus-4064,1.3,2
municipal_bus,municipal_bus-4064,municipal_bus-5659,1.4,5
municipal_bus,municipal_bus-5659,municipal_bus-9406,1.1,2
municipal_bus,municipal_bus-9406,municipal_bus-4526,1.1,2
municipal_bus,municipal_bus-4526,municipal_bus-4539,1.4,5
municipal_bus,municipal_bus-4539,municipal_bus-4077,1.4,2
municipal_bus,municipal_bus-4077,municipal_bus-4078,1.6,2
municipal_bus,municipal_bus-4078,municipal_bus-4079,1.8,5
municipal_bus,municipal_bus-4079,municipal_bus-4080,2.5,2
municipal_bus,municipal_bus-4080,municipal_bus-4081,1.5,3
municipal_bus,municipal_bus-4081,municipal_bus-4082,1.8,2
municipal_bus,municipal_bus-4082,municipal_bus-4889,1.6,5
municipal_bus,municipal_bus-4889,municipal_bus-4112,1.3,5
municipal_bus,municipal_bus-4112,municipal_bus-4083,2.3,2
municipal_bus,municipal_bus-4083,municipal_bus-3063,1.9,2
municipal_bus,municipal_bus-3063,municipal_bus-3064,1.8,12
municipal_bus,municipal_bus-3064,municipal_bus-3065,1.4,12
municipal_bus,municipal_bus-3065,municipal_bus-4084,1.4,4
municipal_bus,municipal_bus-4084,municipal_bus-4085,2.0,4
municipal_bus,municipal_bus-4085,municipal_bus-4086,1.3,4
municipal_bus,municipal_bus-4086,municipal_bus-4087,1.9,4
municipal_bus,municipal_bus-4087,municipal_bus-3869,1.0,4
municipal_bus,municipal_bus-3869,municipal_bus-3904,1.5,6
municipal_bus,municipal_bus-3904,municipal_bus-3815,2.3,7
municipal_bus,municipal_bus-3815,municipal_bus-3168,2.2,7
municipal_bus,municipal_bus-3168,municipal_bus-3169,1.7,8
municipal_bus,municipal_bus-3169,municipal_bus-1325,1.5,12
municipal_bus,municipal_bus-1325,municipal_bus-1326,1.6,15
municipal_bus,municipal_bus-1326,municipal_bus-5954,1.9,12
municipal_bus,municipal_bus-5954,municipal_bus-5956,1.6,13
municipal_bus,municipal_bus-5956,municipal_bus-5958,1.2,13
municipal_bus,municipal_bus-5958,municipal_bus-2874,1.6,13
municipal_bus,municipal_bus-2874,municipal_bus-2875,1.4,16
municipal_bus,municipal_bus-2875,municipal_bus-1329,1.7,16
municipal_bus,municipal_bus-1329,municipal_bus-2144,1.8,24
municipal_bus,municipal_bus-2144,municipal_bus-2145,2.4,17
municipal_bus,municipal_bus-2145,municipal_bus-2146,1.6,22
municipal_bus,municipal_bus-2146,municipal_bus-2147,1.6,20
municipal_bus,municipal_bus-2147,municipal_bus-2148,2.0,20
municipal_bus,municipal_bus-2148,municipal_bus-3170,2.3,12
municipal_bus,municipal_bus-3170,municipal_bus-3171,1.7,12
municipal_bus,municipal_bus-3171,municipal_bus-3172,1.1,4
municipal_bus,municipal_bus-1336,municipal_bus-3920,1.7,15
municipal_bus,municipal_bus-3920,municipal_bus-1338,1.7,15
municipal_bus,municipal_bus-1338,municipal_bus-1945,1.4,5
municipal_bus,municipal_bus-1945,municipal_bus-1946,1.6,44
municipal_bus,municipal_bus-1946,municipal_bus-1947,1.3,44
municipal_bus,municipal_bus-1947,municipal_bus-1204,1.9,27
municipal_bus,municipal_bus-1204,municipal_bus-4091,1.8,12
municipal_bus,municipal_bus-1734,municipal_bus-1086,3.1,4
municipal_bus,municipal_bus-1086,municipal_bus-1087,2.0,18
municipal_bus,municipal_bus-1087,municipal_bus-1088,2.3,7
municipal_bus,municipal_bus-1088,municipal_bus-1089,1.3,7
municipal_bus,municipal_bus-1089,municipal_bus-1090,1.4,7
municipal_bus,municipal_bus-1090,municipal_bus-1091,1.7,7
municipal_bus,municipal_bus-1091,municipal_bus-1092,1.8,7
municipal_bus,municipal_bus-1092,municipal_bus-1240,2.2,29
municipal_bus,municipal_bus-1240,municipal_bus-1586,1.6,9
municipal_bus,municipal_bus-1586,municipal_bus-4172,1.7,3
municipal_bus,municipal_bus-4172,municipal_bus-1243,1.7,3
municipal_bus,municipal_bus-1243,municipal_bus-1244,2.2,8
municipal_bus,municipal_bus-1244,municipal_bus-3594,1.4,1
municipal_bus,municipal_bus-3594,municipal_bus-1246,1.4,5
municipal_bus,municipal_bus-1246,municipal_bus-3595,1.7,10
municipal_bus,municipal_bus-2091,municipal_bus-2090,1.5,14
municipal_bus,municipal_bus-2090,municipal_bus-2094,1.3,12
municipal_bus,municipal_bus-2094,municipal_bus-2095,1.7,10
municipal_bus,municipal_bus-2095,municipal_bus-2096,1.6,10
municipal_bus,municipal_bus-2096,municipal_bus-2086,1.6,10
municipal_bus,municipal_bus-2086,municipal_bus-2098,2.2,10
municipal_bus,municipal_bus-2098,municipal_bus-2099,1.3,9
municipal_bus,municipal_bus-2099,municipal_bus-2083,1.4,9
municipal_bus,municipal_bus-1599,municipal_bus-1225,4.1,8
municipal_bus,municipal_bus-1225,municipal_bus-1226,1.5,21
municipal_bus,municipal_bus-1226,municipal_bus-5700,1.4,6
municipal_bus,municipal_bus-5700,municipal_bus-1227,1.8,6
municipal_bus,municipal_bus-1227,municipal_bus-1228,2.3,22
municipal_bus,municipal_bus-1228,municipal_bus-5694,1.5,7
municipal_bus,municipal_bus-5694,municipal_bus-1229,1.3,7
municipal_bus,municipal_bus-1229,municipal_bus-1230,1.6,23
municipal_bus,municipal_bus-1230,municipal_bus-5363,1.7,3
municipal_bus,municipal_bus-5363,municipal_bus-1231,2.5,4
municipal_bus,municipal_bus-1231,municipal_bus-1804,1.5,20
municipal_bus,municipal_bus-1804,municipal_bus-1232,1.3,20
municipal_bus,municipal_bus-1232,municipal_bus-1233,1.6,21
municipal_bus,municipal_bus-1233,municipal_bus-1234,1.8,20
municipal_bus,municipal_bus-1234,municipal_bus-1235,2.3,23
municipal_bus,municipal_bus-1235,municipal_bus-1236,1.7,27
municipal_bus,municipal_bus-1236,municipal_bus-1237,1.9,27
municipal_bus,municipal_bus-1237,municipal_bus-1598,2.1,4
municipal_bus,municipal_bus-1598,municipal_bus-1287,2.3,4
municipal_bus,municipal_bus-2051,municipal_bus-2935,1.5,5
municipal_bus,municipal_bus-2935,municipal_bus-2936,4.3,2
municipal_bus,municipal_bus-2936,municipal_bus-2937,1.5,2
municipal_bus,municipal_bus-2937,municipal_bus-2938,1.4,2
municipal_bus,municipal_bus-2938,municipal_bus-2939,2.2,2
municipal_bus,municipal_bus-2939,municipal_bus-4312,1.5,1
municipal_bus,municipal_bus-4312,municipal_bus-4119,2.1,4
municipal_bus,municipal_bus-4119,municipal_bus-3256,2.4,4
municipal_bus,municipal_bus-3256,municipal_bus-3257,2.7,10
municipal_bus,municipal_bus-3257,municipal_bus-3258,1.5,11
municipal_bus,municipal_bus-3258,municipal_bus-3259,2.1,11
municipal_bus,municipal_bus-3259,municipal_bus-3335,2.6,1
municipal_bus,municipal_bus-3335,municipal_bus-4537,1.3,1
municipal_bus,municipal_bus-4537,municipal_bus-8714,2.7,1
municipal_bus,municipal_bus-8714,municipal_bus-3609,1.0,1
municipal_bus,municipal_bus-3609,municipal_bus-4538,1.9,4
municipal_bus,municipal_bus-4538,municipal_bus-4802,1.7,3
municipal_bus,municipal_bus-4802,municipal_bus-4275,1.5,4
municipal_bus,municipal_bus-4275,municipal_bus-4276,1.2,7
municipal_bus,municipal_bus-4276,municipal_bus-9247,1.2,2
municipal_bus,municipal_bus-9247,municipal_bus-9245,1.3,2
municipal_bus,municipal_bus-9245,municipal_bus-9243,1.3,2
municipal_bus,municipal_bus-9243,municipal_bus-9241,1.3,2
municipal_bus,municipal_bus-9241,municipal_bus-3067,1.3,2
municipal_bus,municipal_bus-3067,municipal_bus-3066,2.1,11
municipal_bus,municipal_bus-3066,municipal_bus-3065,1.2,11
municipal_bus,municipal_bus-3065,municipal_bus-3239,1.3,12
municipal_bus,municipal_bus-3239,municipal_bus-3063,2.0,12
municipal_bus,municipal_bus-3135,municipal_bus-6060,1.5,4
municipal_bus,municipal_bus-6060,municipal_bus-3109,1.7,4
municipal_bus,municipal_bus-3109,municipal_bus-5681,2.3,4
municipal_bus,municipal_bus-5681,municipal_bus-3137,1.8,4
municipal_bus,municipal_bus-3137,municipal_bus-3107,1.4,5
municipal_bus,municipal_bus-3107,municipal_bus-3106,1.6,6
municipal_bus,municipal_bus-3106,municipal_bus-4070,1.8,4
municipal_bus,municipal_bus-4070,municipal_bus-3140,1.6,4
municipal_bus,municipal_bus-3140,municipal_bus-3141,2.0,8
municipal_bus,municipal_bus-3141,municipal_bus-3142,1.8,8
municipal_bus,municipal_bus-3142,municipal_bus-3143,1.8,8
municipal_bus,municipal_bus-3143,municipal_bus-6058,1.7,4
municipal_bus,municipal_bus-6058,municipal_bus-3101,1.9,4
municipal_bus,municipal_bus-3101,municipal_bus-8681,2.3,6
municipal_bus,municipal_bus-8681,municipal_bus-3145,1.3,6
municipal_bus,municipal_bus-3145,municipal_bus-3146,2.6,10
municipal_bus,municipal_bus-3146,municipal_bus-3147,1.5,10
municipal_bus,municipal_bus-3147,municipal_bus-3097,3.0,11
municipal_bus,municipal_bus-3097,municipal_bus-3096,2.1,11
municipal_bus,municipal_bus-3096,municipal_bus-3095,2.1,11
municipal_bus,municipal_bus-3095,municipal_bus-3151,2.7,9
municipal_bus,municipal_bus-3151,municipal_bus-3093,2.1,9
municipal_bus,municipal_bus-3093,municipal_bus-3092,1.8,9
municipal_bus,municipal_bus-3092,municipal_bus-3154,1.8,6
municipal_bus,municipal_bus-3154,municipal_bus-3155,2.0,9
municipal_bus,municipal_bus-3155,municipal_bus-3156,1.8,9
municipal_bus,municipal_bus-3156,municipal_bus-3157,1.2,9
municipal_bus,municipal_bus-3157,municipal_bus-3087,2.3,9
municipal_bus,municipal_bus-3087,municipal_bus-2311,2.3,6
municipal_bus,municipal_bus-1334,municipal_bus-3919,1.7,4
municipal_bus,municipal_bus-3919,municipal_bus-1336,1.6,11
municipal_bus,municipal_bus-1847,municipal_bus-1719,1.8,8
municipal_bus,municipal_bus-1719,municipal_bus-1720,2.2,13
municipal_bus,municipal_bus-1720,municipal_bus-1721,1.7,18
municipal_bus,municipal_bus-1721,municipal_bus-1722,2.1,18
municipal_bus,municipal_bus-1722,municipal_bus-1723,1.6,20
municipal_bus,municipal_bus-1723,municipal_bus-5978,1.9,5
municipal_bus,municipal_bus-6217,municipal_bus-6372,2.4,4
municipal_bus,municipal_bus-6372,municipal_bus-8799,2.8,2
municipal_bus,municipal_bus-3251,municipal_bus-1107,3.0,1
municipal_bus,municipal_bus-2822,municipal_bus-2827,2.0,1
municipal_bus,municipal_bus-2827,municipal_bus-2160,2.1,1
municipal_bus,municipal_bus-1076,municipal_bus-2222,1.7,8
municipal_bus,municipal_bus-8728,municipal_bus-8380,1.4,7
municipal_bus,municipal_bus-8380,municipal_bus-4283,2.3,7
municipal_bus,municipal_bus-4283,municipal_bus-4540,2.0,7
municipal_bus,municipal_bus-4540,municipal_bus-4282,1.8,9
municipal_bus,municipal_bus-4282,municipal_bus-4281,2.4,3
municipal_bus,municipal_bus-4281,municipal_bus-5064,2.6,3
municipal_bus,municipal_bus-5064,municipal_bus-5325,1.4,3
municipal_bus,municipal_bus-5325,municipal_bus-4526,1.3,5
municipal_bus,municipal_bus-4526,municipal_bus-5636,1.3,4
municipal_bus,municipal_bus-5636,municipal_bus-5065,1.7,9
municipal_bus,municipal_bus-5065,municipal_bus-4515,2.2,5
municipal_bus,municipal_bus-4515,municipal_bus-5328,1.5,6
municipal_bus,municipal_bus-5328,municipal_bus-5603,1.9,6
municipal_bus,municipal_bus-5603,municipal_bus-4278,1.8,6
municipal_bus,municipal_bus-4278,municipal_bus-5301,2.2,4
municipal_bus,municipal_bus-5301,municipal_bus-4276,1.7,6
municipal_bus,municipal_bus-4276,municipal_bus-4275,1.2,7
municipal_bus,municipal_bus-4275,municipal_bus-3072,2.7,2
municipal_bus,municipal_bus-4255,municipal_bus-4254,1.7,4
municipal_bus,municipal_bus-4254,municipal_bus-9339,1.4,1
municipal_bus,municipal_bus-9339,municipal_bus-4253,1.5,1
municipal_bus,municipal_bus-4253,municipal_bus-9337,1.6,1
municipal_bus,municipal_bus-9337,municipal_bus-9335,1.9,1
municipal_bus,municipal_bus-9335,municipal_bus-3077,1.5,1
municipal_bus,municipal_bus-3077,municipal_bus-8740,1.4,1
municipal_bus,municipal_bus-8740,municipal_bus-3079,1.8,1
municipal_bus,municipal_bus-3079,municipal_bus-2879,1.5,3
municipal_bus,municipal_bus-2879,municipal_bus-2880,1.5,3
municipal_bus,municipal_bus-2880,municipal_bus-2881,1.8,3
municipal_bus,municipal_bus-2881,municipal_bus-2882,1.9,1
municipal_bus,municipal_bus-2882,municipal_bus-2868,1.6,1
municipal_bus,municipal_bus-2868,municipal_bus-2867,1.8,1
municipal_bus,municipal_bus-2867,municipal_bus-4274,1.5,1
municipal_bus,municipal_bus-4274,municipal_bus-2866,1.3,1
municipal_bus,municipal_bus-2866,municipal_bus-2153,1.2,7
municipal_bus,municipal_bus-2153,municipal_bus-2154,1.6,24
municipal_bus,municipal_bus-2154,municipal_bus-2155,2.1,26
municipal_bus,municipal_bus-2155,municipal_bus-3812,2.2,21
municipal_bus,municipal_bus-3812,municipal_bus-1731,2.8,3
municipal_bus,municipal_bus-1732,municipal_bus-1489,1.9,1
municipal_bus,municipal_bus-1489,municipal_bus-4091,2.0,7
municipal_bus,municipal_bus-2503,municipal_bus-2504,1.2,4
municipal_bus,municipal_bus-2504,municipal_bus-2505,1.9,2
municipal_bus,municipal_bus-2505,municipal_bus-2506,1.6,2
municipal_bus,municipal_bus-2506,municipal_bus-9204,1.9,1
municipal_bus,municipal_bus-9204,municipal_bus-9206,3.4,1
municipal_bus,municipal_bus-9206,municipal_bus-9208,1.8,2
municipal_bus,municipal_bus-9208,municipal_bus-4170,1.4,2
municipal_bus,municipal_bus-4170,municipal_bus-9210,1.4,1
municipal_bus,municipal_bus-9210,municipal_bus-4171,1.4,1
municipal_bus,municipal_bus-4171,municipal_bus-9212,1.3,1
municipal_bus,municipal_bus-9212,municipal_bus-1092,1.8,1
municipal_bus,municipal_bus-2222,municipal_bus-1726,2.0,13
municipal_bus,municipal_bus-1720,municipal_bus-1299,2.4,28
municipal_bus,municipal_bus-1299,municipal_bus-1300,1.4,10
municipal_bus,municipal_bus-1300,municipal_bus-1303,2.5,12
municipal_bus,municipal_bus-1303,municipal_bus-1304,1.7,25
municipal_bus,municipal_bus-1304,municipal_bus-1305,1.6,16
municipal_bus,municipal_bus-2282,municipal_bus-2261,1.5,12
municipal_bus,municipal_bus-2261,municipal_bus-2284,1.6,12
municipal_bus,municipal_bus-2284,municipal_bus-2392,1.0,15
municipal_bus,municipal_bus-2392,municipal_bus-2285,1.4,15
municipal_bus,municipal_bus-2285,municipal_bus-2286,1.9,17
municipal_bus,municipal_bus-2286,municipal_bus-2287,2.0,20
municipal_bus,municipal_bus-2287,municipal_bus-2393,1.5,22
municipal_bus,municipal_bus-2393,municipal_bus-2394,2.0,19
municipal_bus,municipal_bus-2394,municipal_bus-2395,2.6,8
municipal_bus,municipal_bus-2395,municipal_bus-2309,2.1,8
municipal_bus,municipal_bus-2309,municipal_bus-2308,1.8,8
municipal_bus,municipal_bus-2308,municipal_bus-2397,1.5,8
municipal_bus,municipal_bus-2397,municipal_bus-2398,2.4,8
municipal_bus,municipal_bus-2398,municipal_bus-2448,2.1,8
municipal_bus,municipal_bus-2448,municipal_bus-2304,1.3,8
municipal_bus,municipal_bus-2304,municipal_bus-2450,1.5,8
municipal_bus,municipal_bus-2450,municipal_bus-2451,2.5,8
municipal_bus,municipal_bus-2451,municipal_bus-2301,2.1,6
municipal_bus,municipal_bus-2301,municipal_bus-2300,3.0,6
municipal_bus,municipal_bus-2300,municipal_bus-2454,2.8,3
municipal_bus,municipal_bus-2454,municipal_bus-2298,3.6,3
municipal_bus,municipal_bus-2298,municipal_bus-2297,1.9,3
municipal_bus,municipal_bus-2297,municipal_bus-2457,2.2,3
municipal_bus,municipal_bus-2457,municipal_bus-2296,4.3,3
municipal_bus,municipal_bus-2296,municipal_bus-2459,2.9,3
municipal_bus,municipal_bus-2459,municipal_bus-7029,2.1,2
municipal_bus,municipal_bus-7029,municipal_bus-7031,1.3,2
municipal_bus,municipal_bus-7031,municipal_bus-7033,3.3,2
municipal_bus,municipal_bus-7033,municipal_bus-7035,2.5,2
municipal_bus,municipal_bus-7035,municipal_bus-7037,1.8,2
municipal_bus,municipal_bus-7037,municipal_bus-7039,2.6,2
municipal_bus,municipal_bus-7039,municipal_bus-7041,2.2,2
municipal_bus,municipal_bus-7041,municipal_bus-7043,1.6,2
municipal_bus,municipal_bus-3603,municipal_bus-3604,2.9,7
municipal_bus,municipal_bus-3604,municipal_bus-3605,2.1,7
municipal_bus,municipal_bus-3605,municipal_bus-3606,2.9,7
municipal_bus,municipal_bus-3606,municipal_bus-3269,2.5,7
municipal_bus,municipal_bus-3269,municipal_bus-3607,1.6,11
municipal_bus,municipal_bus-3607,municipal_bus-3266,2.3,2
municipal_bus,municipal_bus-3266,municipal_bus-3330,2.0,11
municipal_bus,municipal_bus-3330,municipal_bus-3331,2.5,11
municipal_bus,municipal_bus-3331,municipal_bus-3332,1.8,11
municipal_bus,municipal_bus-3332,municipal_bus-3333,2.6,8
municipal_bus,municipal_bus-3333,municipal_bus-3334,1.6,12
municipal_bus,municipal_bus-3334,municipal_bus-3608,2.2,1
municipal_bus,municipal_bus-3608,municipal_bus-3609,3.5,3
municipal_bus,municipal_bus-3609,municipal_bus-3225,3.2,2
municipal_bus,municipal_bus-3225,municipal_bus-3226,1.4,8
municipal_bus,municipal_bus-3226,municipal_bus-3234,1.7,8
municipal_bus,municipal_bus-3234,municipal_bus-3610,1.6,5
municipal_bus,municipal_bus-3610,municipal_bus-3611,3.4,3
municipal_bus,municipal_bus-3611,municipal_bus-3154,3.3,3
municipal_bus,municipal_bus-3087,municipal_bus-3612,2.8,4
municipal_bus,municipal_bus-3612,municipal_bus-3613,2.0,5
municipal_bus,municipal_bus-3613,municipal_bus-3614,1.5,5
municipal_bus,municipal_bus-3614,municipal_bus-3615,1.7,5
municipal_bus,municipal_bus-3615,municipal_bus-1173,1.9,5
municipal_bus,municipal_bus-1174,municipal_bus-3616,1.5,4
municipal_bus,municipal_bus-3616,municipal_bus-1176,1.4,4
municipal_bus,municipal_bus-1176,municipal_bus-3617,2.4,5
municipal_bus,municipal_bus-3617,municipal_bus-3618,2.1,5
municipal_bus,municipal_bus-3618,municipal_bus-3619,2.8,4
municipal_bus,municipal_bus-3619,municipal_bus-3620,1.5,4
municipal_bus,municipal_bus-3620,municipal_bus-3621,1.9,11
municipal_bus,municipal_bus-3621,municipal_bus-3622,1.6,2
municipal_bus,municipal_bus-3622,municipal_bus-3623,2.5,2
municipal_bus,municipal_bus-3623,municipal_bus-3624,3.6,5
municipal_bus,municipal_bus-3625,municipal_bus-3627,2.2,4
municipal_bus,municipal_bus-1703,municipal_bus-1745,2.0,5
municipal_bus,municipal_bus-1745,municipal_bus-3630,1.7,3
municipal_bus,municipal_bus-1434,municipal_bus-3640,2.7,2
municipal_bus,municipal_bus-3640,municipal_bus-3641,1.4,6
municipal_bus,municipal_bus-3641,municipal_bus-3642,2.7,6
municipal_bus,municipal_bus-3642,municipal_bus-3643,2.2,7
municipal_bus,municipal_bus-3643,municipal_bus-3644,1.5,8
municipal_bus,municipal_bus-3644,municipal_bus-3645,2.2,6
municipal_bus,municipal_bus-3645,municipal_bus-3646,2.5,6
municipal_bus,municipal_bus-8978,municipal_bus-8977,1.4,5
municipal_bus,municipal_bus-8977,municipal_bus-8975,1.5,5
municipal_bus,municipal_bus-8975,municipal_bus-8973,1.4,1
municipal_bus,municipal_bus-8973,municipal_bus-8971,1.5,1
municipal_bus,municipal_bus-8971,municipal_bus-8969,1.8,5
municipal_bus,municipal_bus-8969,municipal_bus-8966,1.4,5
municipal_bus,municipal_bus-8966,municipal_bus-8964,1.1,5
municipal_bus,municipal_bus-8964,municipal_bus-3939,1.7,5
municipal_bus,municipal_bus-3939,municipal_bus-3940,2.1,6
municipal_bus,municipal_bus-3940,municipal_bus-5079,2.0,4
municipal_bus,municipal_bus-5079,municipal_bus-3933,1.5,4
municipal_bus,municipal_bus-3933,municipal_bus-3942,2.2,4
municipal_bus,municipal_bus-3942,municipal_bus-3931,2.6,3
municipal_bus,municipal_bus-3931,municipal_bus-3930,1.8,4
municipal_bus,municipal_bus-3930,municipal_bus-3355,1.4,4
municipal_bus,municipal_bus-3355,municipal_bus-4045,4.0,8
municipal_bus,municipal_bus-4045,municipal_bus-2370,2.1,3
municipal_bus,municipal_bus-2370,municipal_bus-2334,2.1,4
municipal_bus,municipal_bus-2334,municipal_bus-2335,1.4,4
municipal_bus,municipal_bus-2335,municipal_bus-2336,1.4,4
municipal_bus,municipal_bus-2336,municipal_bus-2337,1.3,3
municipal_bus,municipal_bus-2337,municipal_bus-3946,2.2,2
municipal_bus,municipal_bus-3946,municipal_bus-2339,2.2,2
municipal_bus,municipal_bus-2339,municipal_bus-2363,1.6,3
municipal_bus,municipal_bus-2363,municipal_bus-2341,1.6,3
municipal_bus,municipal_bus-2341,municipal_bus-2342,1.4,7
municipal_bus,municipal_bus-2342,municipal_bus-2343,3.7,7
municipal_bus,municipal_bus-2343,municipal_bus-2359,3.0,2
municipal_bus,municipal_bus-2359,municipal_bus-2345,2.3,2
municipal_bus,municipal_bus-2345,municipal_bus-2346,3.0,7
municipal_bus,municipal_bus-2346,municipal_bus-2347,1.6,7
municipal_bus,municipal_bus-2347,municipal_bus-3349,1.5,5
municipal_bus,municipal_bus-3349,municipal_bus-1828,2.1,7
municipal_bus,municipal_bus-1828,municipal_bus-1843,1.8,9
municipal_bus,municipal_bus-1843,municipal_bus-1942,1.4,4
municipal_bus,municipal_bus-1942,municipal_bus-1943,1.8,4
municipal_bus,municipal_bus-1943,municipal_bus-1944,1.6,4
municipal_bus,municipal_bus-1944,municipal_bus-1948,1.6,4
municipal_bus,municipal_bus-1948,municipal_bus-1253,1.7,4
municipal_bus,municipal_bus-1253,municipal_bus-1105,1.4,6
municipal_bus,municipal_bus-1105,municipal_bus-4020,1.3,17
municipal_bus,municipal_bus-4020,municipal_bus-1254,1.3,17
municipal_bus,municipal_bus-1254,municipal_bus-1092,2.1,28
municipal_bus,municipal_bus-1092,municipal_bus-1111,1.5,31
municipal_bus,municipal_bus-1111,municipal_bus-1255,2.1,11
municipal_bus,municipal_bus-1255,municipal_bus-1115,3.9,9
municipal_bus,municipal_bus-1115,municipal_bus-1086,1.8,18
municipal_bus,municipal_bus-1086,municipal_bus-4021,1.5,3
municipal_bus,municipal_bus-4021,municipal_bus-1715,2.4,3
